start	end	text
1564300	1567300	maintenant, de plus en plus, c'est des trucs qui ne tournent pas sur votre machine.
1567300	1576420	C'est des trucs comme Google Docs, comme Google Agenda, Outlook.
1576780	1580980	Enfin voilà, tout ça, c'est des services qui tournent en ligne quelque part, ou YouTube.
1582000	1583840	Tout ça, c'est des trucs qui ne tournent pas sur votre machine.
1586000	1588320	Et puis, il y a les réseaux sociaux, surtout les réseaux sociaux.
1588480	1590080	En fait, ce qui est important de comprendre, c'est que
1590080	1593700	quand bien même Facebook tournerait avec 100% le logiciel libre,
1594420	1595640	on n'aurait rien gagné du tout,
1595640	1601720	parce que Facebook serait toujours le truc central où tout le monde se connecte.
1601820	1606660	Et en fait, on aurait beau connaître le code source de Facebook à 100%,
1606660	1609560	ce qui est important dans Facebook, ce n'est pas le code source,
1609760	1610940	c'est les gens qui sont dessus.
1611320	1613900	Et tout le monde reste sur Facebook à cause de l'effet réseau,
1614340	1616640	de « je veux être là où sont les gens que je connais ».
1617700	1622140	Et surtout, c'est Facebook qui maîtrise les données qui circulent sur le réseau.
1622140	1625560	Ce n'est plus du tout une histoire de logiciel libre.
1626320	1629380	Tout ça, ce que je décris, c'est l'émergence du capitalisme de surveillance.
1630060	1632380	Voilà vos smartphones, c'est littéralement des caméras de surveillance
1632380	1635100	que vous tenez dans votre main devant votre visage, d'une certaine manière,
1635500	1636280	ou devant votre vie.
1636840	1639320	Et puis, le but du capitalisme de surveillance,
1639440	1644860	c'est d'aspirer vos données pour commercialiser, faire des pubs ciblés, etc.
1644860	1649800	Les règles du jeu ont vraiment changé à partir de 2007.
1650140	1652980	Les logiciels importants, ils ne tournent plus sur vos machines,
1653120	1657080	ils tournent sur la machine de quelqu'un d'autre dans le cloud.
1657580	1659500	Et du coup, peu importe qu'ils soient libres ou non,
1659940	1661700	ce qui compte, c'est un peu qui gère les données
1661700	1666060	et dans quelle mesure vous pouvez avoir confiance dans les gens qui gèrent les services.
1666060	1672400	Voilà, et du coup, en 2014, Microsoft comprend qu'ils ont fait une grave erreur
1672400	1675360	en refusant l'open source un peu catégoriquement
1675360	1678020	parce qu'il y avait vraiment un truc à jouer.
1678880	1681100	Par exemple, ils sont complètement plantés sur les smartphones,
1681260	1685500	ils auraient pu devancer Google pour créer un OS
1685500	1687340	qui allait prendre des parts de marché et tout.
1687340	1692720	Et à la place, ils ont vraiment raté le truc.
1692720	1700840	Et en fait, pour finir, l'iceberg, le capital de surveillance,
1700980	1705440	la Facebook, Google, c'est le même iceberg que les logiciels libres.
1705900	1711120	Alors certes, ce n'est pas Firefox, ce n'est pas VLC, tout ça,
1711540	1715160	mais tous ces trucs-là, tous les GAFAM, les Airbnb, les Uber,
1715260	1719340	ils utilisent des briques logicielles développées aussi par les mêmes bénévoles
1719340	1724340	isolées dans la pampa que c'est les mêmes briques logicielles
1724340	1726120	qui permettent de construire le libre.
1728720	1732120	Voilà, et en fait, quand on réfléchit et qu'on regarde vraiment partout,
1732360	1734740	on se fait bouffer de partout sur le logiciel libre.
1735360	1736840	Vraiment, c'est un peu un truc dramatique.
1737640	1742120	Le FOSDEM, c'est la plus grosse conférence sur le libre open source en Europe.
1742940	1744200	Je pense que c'est la plus grosse.
1744200	1747660	tous les ans, c'est à Bruxelles.
1747940	1752020	Et puis, qu'est-ce qu'on trouve dans les sponsors numéro 1 en haut de la liste ?
1752020	1752960	Et là, on trouve Google.
1753680	1758060	Alors du coup, quand vous allez au FOSDEM dénoncer le capitalisme de surveillance
1758060	1760000	alors que le sponsor numéro 1, c'est Google,
1760620	1762960	et bien c'est un peu bizarre, vous ne pouvez pas trop faire ça.
1763200	1764200	C'est un peu...
1764200	1768420	Et puis des exemples comme ça, on en trouve d'autres.
1768700	1770480	Alors des exemples un peu plus techniques.
1770480	1773180	Alors je ne vais pas rentrer vraiment dans le détail,
1773300	1778120	mais MongoDB, c'est une technologie de base de données libre.
1779400	1782280	Et puis Amazon s'est emparé de MongoDB.
1782520	1784600	Et en gros, ils ont dit, tiens, MongoDB, c'est génial.
1785240	1786640	Nous, on ne veut pas du tout modifier le code.
1786760	1788580	Par contre, on est super OK pour l'utiliser
1788580	1792200	et en particulier vendre du service avec MongoDB.
1793360	1795920	Voilà, donc ils ont littéralement pris du travail gratuit
1795920	1798880	développé par des bénévoles.
1798880	1800540	Enfin, en tout cas, ils n'ont pas contribué en retour.
1800940	1803460	Et puis eux, ils ont monté leur truc de vente,
1803920	1805700	en gros, de MongoDB en ligne.
1806280	1808060	Et puis, ils avaient juste de l'argent gratuit.
1810500	1812720	Alors du coup, MongoDB, les développeurs,
1812800	1813780	ils n'étaient pas contents.
1813960	1815660	Ils se sont dit, OK, on va contre-attaquer.
1815760	1818700	On va créer une nouvelle licence, la SSPL,
1819400	1822640	qui va imposer que si tu vends du service
1822640	1826040	qui est basée sur MongoDB,
1826220	1829240	tu dois forcément tout rendre disponible
1829240	1830060	de ton infrastructure.
1830360	1833000	Enfin, tu dois ouvrir le code de toute ton infrastructure
1833000	1835380	pour que n'importe qui puisse refaire la même chose.
1835900	1837940	Et en fait, cette licence, elle était tellement vénère
1837940	1839340	sur ce qu'elle imposait
1839340	1841100	qu'elle a été considérée comme pas libre
1841100	1842180	par les libristes.
1842440	1843460	Parce que c'était trop...
1843460	1845840	Alors du coup, vraiment, c'est là qu'on commence à voir
1845840	1846420	que le libre,
1847020	1849580	slash open source, il est mis un peu en échec et mat.
1849580	1853180	C'est-à-dire que soit le grand capital profite du travail gratuitement,
1854220	1855840	soit il faut restreindre l'usage.
1856400	1857880	Et dans ce cas-là, on sort du logiciel libre.
1860360	1862220	Et puis un autre truc un peu dramatique
1862220	1864540	et vraiment triste, c'est Firefox
1864540	1868180	qui est financé à 90% par Google.
1869540	1872740	Ça, ça fait mal quand on apprend ça.
1872840	1875640	90% du financement de Firefox,
1875760	1878680	c'est Google, c'est quelque chose comme 400 millions par an
1878680	1879680	ou 450 millions.
1880880	1883020	La CEO, elle est payée 3 millions.
1883800	1884760	Et puis, elle dit oui,
1884860	1886640	mais ce n'est pas beaucoup en tant que CEO
1886640	1887840	d'être payée 3 millions.
1889620	1890600	Du coup, les employés,
1890640	1892720	ils sont payés un salaire relativement normal,
1892880	1893900	mais elle est payée 3 millions.
1894400	1895180	Ça aussi, c'est genre,
1895300	1896960	est-ce que c'est vraiment ça qu'on défend
1896960	1899680	comme société lorsqu'on utilise Firefox
1900340	1901300	ou les logiciels libres ?
1901300	1902020	Je ne suis pas sûr.
1902460	1904540	Et puis il y a plein de choix stratégiques discutables
1904540	1907000	qui tombent régulièrement.
1907240	1908160	Firefox, ils font des trucs
1908680	1912280	un peu à côté de la plaque,
1912980	1913700	on pourrait dire.
1915200	1916600	Firefox, on dit aux gens
1916600	1917320	d'utiliser Firefox.
1917580	1918700	D'ailleurs, c'est très important
1918700	1920320	de continuer à utiliser Firefox.
1920880	1922020	Mais c'est surtout le moins pire
1922020	1923140	des navigateurs, malheureusement.
1923720	1925100	Et pourtant, il y a vraiment un enjeu
1925100	1926860	autour des navigateurs,
1926940	1928180	d'avoir un navigateur libre,
1928580	1929880	parce qu'avoir un navigateur libre,
1929940	1931600	ça permet de participer
1931600	1933340	à la définition des règles
1933340	1934260	de fonctionnement du web.
1934260	1935280	et ça, vraiment,
1937080	1938860	je ne peux que souligner
1938860	1940000	à quel point stratégiquement,
1940180	1941780	c'est nécessaire, important d'avoir
1941780	1944040	un navigateur libre.
1944180	1945240	Mais Firefox, malheureusement,
1946780	1949340	il y aurait d'autres trucs à faire
1949340	1950180	que ce qu'ils font.
1950180	1953100	Alors voilà, si on résume,
1953220	1954640	ça, c'est la première partie.
1954780	1955540	Le logiciel libre,
1955960	1957220	on pensait que c'était un truc
1957220	1958940	un peu de gauchiste.
1959100	1960000	Voilà, on allait aller vers
1960000	1961380	l'autogestion des communs.
1961500	1963240	Ça allait être génial.
1963780	1964360	Et puis, en fait,
1964440	1965600	les géants du web sont un peu
1965600	1966400	arrivés par derrière.
1966600	1969220	On se dit, ça, c'est cool.
1969320	1970560	Nous, on aime bien le travail gratuit.
1970560	1973040	Et on va construire
1973040	1975420	le capitalisme de surveillance avec.
1976620	1977840	Voilà, donc, résumé de la partie 1,
1977940	1978800	logiciel libre partout,
1978940	1979680	liberté nulle part.
1979880	1982620	Vraiment, dans votre smartphone,
1982740	1984060	vous avez du logiciel libre à gogo.
1984500	1985380	Et pourtant, c'est quand même
1985380	1987400	un dispositif qui vous espionne.
1987860	1989620	Et puis, Facebook et tous les trucs,
1989720	1990400	les réseaux sociaux,
1990820	1991700	les Google, les machins,
1992100	1993240	il y a du logiciel libre partout.
1994200	1995100	Mais pour autant,
1995200	1997940	on n'est pas dans l'utopie
1997940	1998500	de la liberté.
1998500	1999300	Au contraire,
2000560	2002360	le logiciel libre ne rend pas
2002360	2002980	les gens libres.
2003260	2005180	Il faut vraiment arrêter
2005180	2007180	de se voiler la face là-dessus.
2008120	2009560	Les libristes qui prétendent
2009560	2010380	libérer les gens
2010380	2011900	à grand coup de logiciel libre,
2012320	2014620	c'est vraiment un truc
2014620	2016300	genre non,
2016420	2017460	c'est pas comme ça que ça se passe.
2018040	2018700	Le logiciel libre,
2018780	2020080	ça libère surtout les développeurs
2020080	2020980	et surtout les développeurs
2020980	2021760	qui ont de l'argent.
2022420	2023940	C'est surtout la Silicon Valley,
2024660	2025340	les GAFAM,
2026420	2028100	les Airbnb et ainsi de suite.
2028940	2030360	Le logiciel libre a retourné
2030360	2031560	le copyright contre lui-même,
2032100	2032980	mais en retour,
2033140	2034760	le grand capital a retourné
2034760	2036140	le logiciel libre contre lui-même
2036140	2037420	en créant une sorte
2037420	2038780	de logiciel libéral.
2039580	2040180	On aurait appelé ça
2040180	2040800	l'open source,
2040900	2041160	mais en gros,
2041240	2042140	c'est du logiciel libéral,
2042240	2042740	on pourrait dire.
2043740	2044280	Et puis finalement,
2044460	2045260	le logiciel libre
2045260	2046400	et Internet,
2046580	2047480	qui est aussi Internet,
2047580	2048620	c'est un peu un truc construit
2048620	2050500	dans le même état d'esprit
2050500	2051240	que les logiciels libres,
2051480	2052640	c'est des pierres angulaires
2052640	2054040	aujourd'hui du capitalisme
2054040	2054520	de surveillance.
2054640	2055460	Le capitalisme de surveillance
2055460	2056540	ne pourrait pas fonctionner
2056540	2058020	sans le logiciel libre.
2060360	2060840	Voilà.
2061440	2062800	Ça, c'était la première partie.
2063760	2063940	Voilà,
2064060	2065380	le capitalisme de surveillance
2065380	2066700	est construit sur le logiciel libre.
2066820	2067180	Alors on pourrait dire,
2067220	2067700	bon, d'accord,
2067800	2068380	mais les libristes,
2068460	2069420	ils ne vont pas juste
2069420	2071360	continuer bêtement
2071360	2072200	pendant 30 ans
2072200	2073200	de défendre le logiciel libre
2073200	2073820	sans se poser
2073820	2074940	la moindre question
2074940	2078140	et penser que le logiciel libre
2078140	2078820	va libérer
2078820	2080520	les utilisateurs.
2080520	2085040	Du coup,
2085080	2085420	ça nous amène
2085420	2086460	à la question suivante.
2086700	2087700	Pour secouer le cocotier
2087700	2088300	consensuel,
2088440	2089300	est-ce que la culture
2089300	2089800	en libris
2089800	2093000	est subversive ?
2093000	2094460	C'est là le moment
2094460	2094880	où je commence
2094880	2095460	à avoir des slides
2095460	2095820	un peu
2095820	2097960	à l'emporte-pièce.
2098200	2098840	J'ai fait une espèce
2098840	2100200	de sociologie
2100200	2100860	de comptoir
2100860	2101140	des,
2101680	2102200	ce que j'appelais
2102200	2103460	des kikidino-libristes
2103460	2104060	radicaux
2104060	2106520	qui pensent
2106520	2107780	libérer les gens
2107780	2108960	à grands coûts
2108960	2110380	de logiciels libres.
2110520	2111340	En termes
2111340	2112380	de subversivité,
2112600	2113000	déjà,
2114000	2115060	les geeks libristes,
2115280	2115540	souvent,
2115700	2117700	c'est des hommes blancs,
2117700	2119680	hétéros,
2120900	2121160	cis,
2121260	2121580	valides,
2121680	2122340	bien éduqués.
2122780	2123780	On a quand même
2123780	2124320	connu mieux
2124320	2126860	comme substrat
2126860	2128720	pour la subversivité.
2129860	2130340	Souvent,
2130620	2131640	on rencontre
2131640	2131960	quand même
2131960	2132940	dans les milieux libristes
2132940	2133840	que j'ai fréquentés,
2134600	2135440	moi-même,
2135480	2135660	d'ailleurs,
2135760	2136100	j'ai tenu
2136100	2136700	des positions
2136700	2137780	technolithistes
2137780	2139480	pendant un long temps.
2141200	2141840	C'est des gens
2141840	2142100	quand même
2142100	2143400	assez technosolutionnistes,
2143540	2144440	technolithistes,
2144900	2145640	un peu perchés
2145640	2147940	dans leurs trucs numériques.
2149280	2149600	Souvent,
2149680	2150440	des trucs qu'on entend,
2150680	2150960	c'est genre,
2151040	2151640	tout le monde
2151640	2152720	devrait savoir coder,
2153220	2154400	les interfaces graphiques,
2154700	2155180	c'est nul.
2156860	2157200	Souvent,
2157260	2157860	ils font des outils
2157860	2158680	qui marchent pour eux
2158680	2159420	et puis ils disent,
2159500	2160380	si tu n'aimes pas,
2160440	2161200	tu n'as qu'à contribuer.
2161440	2161460	Alors,
2161560	2161720	du coup,
2161820	2162340	moi,
2162340	2163060	je n'ai pas le temps
2163060	2163400	ou alors,
2163480	2166540	je ne sais pas lire du code,
2166620	2167260	je ne sais même pas comment
2167260	2168760	contribuer à WCL.
2170520	2171000	Et puis,
2171120	2171540	en retour,
2171700	2171960	souvent,
2172160	2172380	ils vont,
2172820	2173060	ça,
2173120	2173800	c'est des trucs qu'on voit aussi,
2173860	2175000	ils vont mépriser le grand public
2175000	2175740	qui, selon eux,
2175820	2176780	choisit délibérément
2176780	2177760	d'utiliser les GAFAM.
2179780	2180160	Et même,
2180220	2180860	on entend des choses,
2180980	2181100	genre,
2181400	2181540	ça,
2181580	2183020	c'est un truc que j'ai vu,
2183160	2184340	utiliser Microsoft,
2184440	2185280	c'est soutenir le fascisme.
2185420	2185440	Alors,
2185500	2185620	du coup,
2186160	2187080	vous êtes super content,
2187220	2187360	vous êtes,
2187480	2187580	ok,
2187720	2188440	j'utilise Microsoft,
2188560	2189280	je soutiens le fascisme,
2189360	2190000	super génial.
2190860	2192720	Où est-ce qu'on va avec ça ?
2192720	2193980	Bon,
2193980	2194620	bon,
2197260	2199000	c'est un peu l'équivalent de,
2199100	2199520	si vous voulez,
2199600	2200560	c'est un peu l'équivalent numérique,
2200680	2200780	là,
2200980	2201120	de,
2201120	2202220	les pauvres,
2202280	2203100	ils ne veulent pas d'écologie,
2203620	2203920	regardez,
2204000	2205080	ils prennent la voiture tous les matins
2205080	2205840	pour aller au travail.
2206280	2206680	En fait,
2206760	2208100	c'est plus compliqué que ça,
2208180	2208400	quand même.
2208400	2213960	Les geeks libri,
2214020	2214620	c'est quand même des gens
2214620	2216660	souvent paumés politiquement,
2217900	2218340	souvent,
2218740	2220320	il y a un peu un truc qui traîne
2220320	2221620	du style de la technologie,
2221780	2222340	c'est neutre.
2224580	2224620	Bon,
2225380	2226680	la liberté absolue,
2226820	2227540	c'est très important,
2227680	2230740	la liberté absolue d'utiliser le logiciel
2230740	2231640	pour tous les usages,
2231740	2232880	même pour faire des trucs dégueulasses,
2232980	2233060	voilà,
2233120	2234740	c'est un truc qui est défendu vraiment,
2235280	2238380	explicitement par la communauté libriste.
2238540	2239440	Alors que pourtant,
2239560	2241560	on sait que la liberté d'expression absolue,
2242300	2242440	voilà,
2242560	2242760	par exemple,
2242840	2243300	Elon Musk,
2243340	2244820	qui défend la liberté d'expression absolue,
2244960	2247100	on sait comment ça se passe.
2247400	2247680	Souvent,
2247820	2250700	quand on défend des libertés absolues,
2251880	2253620	ça tend à défendre le statut quo.
2254340	2256400	C'est quand même une problématique compliquée,
2257520	2258060	mais il y a quand même des gens
2258060	2259300	qui ont inventé un truc
2259300	2260700	qui s'appelle le paradoxe de la tolérance,
2260840	2262400	qui montre qu'il faut être intolérant,
2263420	2264400	à l'intolérance,
2265080	2267400	si on veut garder une société tolérante.
2269220	2271340	Pas trop de connexion avec les autres luttes.
2271440	2271580	Et puis,
2271660	2272440	de manière générale,
2273180	2274180	les geeks libristes,
2274280	2276260	ils sont un peu à côté de la plaque sur le féminisme.
2276620	2279980	C'est quand même pas rare de voir un article écrit
2279980	2281060	avec de l'écriture inclusive.
2281920	2282400	Et en dessous,
2282440	2283060	dans les commentaires,
2283340	2285080	il y a les libristes qui,
2285140	2285600	d'un seul coup,
2285740	2285820	sont,
2285960	2287220	j'ai les yeux qui saignent,
2287660	2288040	machin,
2288560	2288700	enfin,
2288700	2289360	le truc classique,
2289420	2289560	quoi.
2289560	2292060	ça pourrait être cool
2292060	2293240	si on dépassait un peu ça.
2293720	2294000	Et puis,
2294100	2294980	de manière générale,
2295040	2297160	il y a un peu une espèce de vision dogmatique
2297160	2297900	et sacralisée
2297900	2298840	des quatre libertés
2298840	2299880	et du logiciel libre
2299880	2301240	avec vraiment des gens
2301240	2304480	qui confondent la finalité
2304480	2305500	et les moyens.
2305500	2306180	Ils ont appris,
2306260	2306420	voilà,
2306480	2307740	logiciel libre égale bien,
2308260	2309960	pas logiciel libre égale mal.
2311140	2312980	Et s'il y a un seul pet
2312980	2314060	qui n'est pas du logiciel libre,
2314160	2314320	on va dire,
2314400	2314860	c'est pas bien.
2316480	2318500	C'est un peu...
2318500	2320340	Et c'est vraiment une vision binaire,
2320480	2320600	en mode,
2320680	2321180	soit c'est libre,
2321320	2322220	soit c'est propriétaire,
2322280	2322400	quoi.
2324900	2325500	Et puis,
2325960	2326160	bon,
2326160	2326740	il y a d'autres trucs,
2326880	2327040	mais voilà,
2327140	2327680	grosso modo,
2328120	2329680	ils font un peu l'autruche
2329680	2331060	sur la réalité du logiciel libre
2331060	2332240	à l'ère du cloud et du mobile.
2333240	2334820	J'ai ligné un article qui dit,
2334820	2336020	mais la FSF,
2336100	2337240	la Free Software Foundation,
2337960	2338380	qui est un peu
2338380	2341740	l'institution parente
2341740	2342420	du logiciel libre,
2342540	2342900	on va dire,
2344540	2344780	vraiment,
2344860	2345740	ils sont à côté de la plaque
2345740	2346320	depuis dix ans.
2346420	2347580	Ils n'ont pas du tout pris acte
2347580	2348480	que maintenant,
2348580	2349440	on vit dans une société
2349440	2350480	où il y a des réseaux sociaux,
2351080	2351880	où plein de gens
2351880	2353400	utilisent des services en ligne
2353400	2355400	et où on a des smartphones
2355400	2356200	dans les mains tout le temps.
2356460	2356640	Et ça,
2357960	2358940	ils n'en ont vraiment rien fait.
2359560	2359960	Alors du coup,
2360020	2361380	j'ai pris un exemple
2361380	2363340	pour vous montrer
2363340	2364340	vraiment
2364340	2365900	très contemporain
2365900	2366220	et très,
2366640	2368780	c'était il y a quelques semaines,
2368840	2369480	il y a quelques mois,
2370240	2371360	le librisme radical
2371360	2372400	dans le collectif chaton
2372400	2373220	qui empêche
2373220	2374020	vraiment,
2374220	2374780	à mon sens,
2375920	2376800	la lutte,
2376800	2377920	la lutte numérique,
2378180	2379740	la lutte alternumérique,
2379820	2380660	je ne sais pas comment appeler ça,
2381200	2382300	qui empêche
2382300	2382880	d'avancer
2382880	2383720	dans le collectif chaton.
2385040	2386100	Alors le collectif chaton,
2386220	2387240	alors qu'est-ce que c'est ?
2387240	2387580	C'est un peu
2387580	2388720	les amables du numérique.
2389260	2389820	Alors vous connaissez
2389820	2390780	sans doute Framasoft
2390780	2391860	qui est une association
2391860	2393760	qui fait des services
2393760	2395520	un peu
2395520	2397360	bienveillants,
2397520	2398040	loyaux,
2398320	2398620	tout ça,
2398760	2399860	la bonne informatique
2399860	2400380	comme on aime,
2401380	2402440	avec les Framaspad,
2402540	2403020	par exemple,
2403200	2403960	ou les Framasdate.
2405620	2406660	Entre 2014
2406660	2408260	et 2017,
2408380	2409360	ils ont fait une campagne
2409360	2409780	qui s'appelait
2409780	2411720	« Dégouglisons Internet »
2411720	2412500	où en gros,
2412560	2412840	ils ont dit
2412840	2413660	« Ciao les gars-femmes,
2413800	2414420	nous on va essayer
2414420	2414880	de créer
2414880	2418220	une plateforme
2418220	2420080	avec plein de petits services
2420080	2420920	libres,
2421880	2423140	en tout cas des équivalents
2423140	2424260	avec des logiciels libres,
2424660	2426220	de tous les services centralisés,
2426460	2427120	genre voilà,
2427420	2428100	Google Docs,
2428160	2429120	ils ont créé
2429120	2429780	Framaspad,
2430560	2431040	ou alors
2431040	2432000	Google Agenda,
2432120	2432500	ils ont créé
2432500	2433260	Framasagenda,
2434320	2436000	les petits services
2436000	2437340	pour héberger des images,
2437880	2438340	Doodle,
2438540	2440040	le truc pour se mettre
2440040	2440980	d'accord sur une date
2440980	2441440	de réunion,
2441560	2441960	ils ont créé
2441960	2442600	Framasdate,
2443020	2443360	et ainsi de suite.
2443520	2444240	Donc ils ont pris
2444240	2445040	un par un
2445040	2447320	tous les services
2447320	2448060	centralisés
2448060	2448640	des GAFAM
2448640	2449100	et puis ils se sont dit
2449100	2449880	« Nous, on va créer
2449880	2450840	un Framas machin
2450840	2452760	comme alternative. »
2452760	2453040	Et du coup,
2453080	2454060	ça a vachement bien marché,
2454580	2454780	du coup,
2454820	2455740	ils commençaient à grossir,
2455840	2456560	grossir, grossir,
2456600	2456980	et puis à un moment,
2457060	2457340	ils se sont dit
2457340	2457780	« Mais attendez,
2458380	2458680	le but,
2458780	2459360	ce n'est pas que nous,
2459420	2460420	on recentralise
2460420	2461680	l'Internet autour de nous,
2462180	2462360	nous,
2462500	2463340	on promeut
2463340	2465080	un modèle décentralisé. »
2465080	2465740	Donc ils se sont lancés
2465740	2468080	dans une dynamique
2468080	2468740	d'essaimage
2468740	2469980	pour créer un peu
2469980	2470900	des amables du numérique,
2471040	2471900	plein d'amables du numérique
2471900	2472440	un peu partout.
2473480	2473960	Et ils ont appelé ça
2473960	2474580	« Les chatons ».
2474580	2475860	Alors c'est un acronyme
2475860	2476400	un peu rigolo,
2476540	2478140	c'est le collectif
2478140	2479060	des hébergeurs
2479060	2480200	alternatifs,
2480300	2480940	transparents,
2481000	2481280	ouverts,
2481420	2482320	neutres et solidaires.
2482880	2483340	Et puis du coup,
2483420	2483860	il y en a plein,
2484000	2484600	je ne sais pas combien
2484600	2485640	ils sont exactement maintenant,
2485760	2486680	entre 50 et 100,
2486780	2487060	je pense,
2487860	2489040	soit des collectifs,
2489200	2491480	soit des particuliers,
2491580	2491780	des fois,
2491840	2492620	il y a même potentiellement
2492620	2493260	des entreprises
2493260	2494280	ou des sociétés dedans.
2495900	2496360	Et tout ça,
2496440	2496920	c'est défini
2496920	2498220	par rapport à une charte.
2498220	2500540	Et dans la charte,
2500600	2500860	eh bien,
2501460	2502160	était écrit
2502160	2503520	« Il faut 100%
2503520	2505000	de logiciel libre. »
2505000	2505880	Vraiment 100%,
2505880	2507420	genre pas 95%,
2507420	2508740	pas 99%,
2508740	2509500	mais 100%
2509500	2510260	de logiciel libre.
2511200	2511460	Et en fait,
2511540	2512060	ça a été quand même
2512060	2512740	rapidement,
2513540	2513840	c'est quand même
2513840	2514560	apparu rapidement
2514560	2516760	que c'était un truc
2516760	2517600	un peu intenable,
2518080	2518460	ambigu,
2518720	2519740	plein de zones grises.
2519740	2521820	par exemple,
2522600	2523260	par exemple,
2523380	2524460	dans les chatons,
2524920	2525380	il y a des gens
2525380	2525960	qui ont montré
2525960	2526460	des ponts
2526460	2527360	entre WhatsApp
2527360	2529480	et puis une autre,
2530020	2530420	on va dire,
2530540	2531220	une autre application
2531220	2531960	de messagerie
2531960	2533040	libre et décentralisée
2533040	2533780	qui s'appelle Matrix.
2534920	2535380	Ils ont monté
2535380	2535960	un pont comme ça
2535960	2537040	pour que ce soit possible
2537040	2537960	de discuter avec des gens
2537960	2538560	sur WhatsApp
2538560	2540380	sans être inscrit
2540380	2540980	sur WhatsApp.
2541920	2542660	Parce que souvent,
2542780	2544320	on est dans le dilemme
2544320	2545520	infernal de soit
2545520	2547120	tu es en lien
2547120	2547980	avec ta famille
2547980	2548620	et tes amis,
2548620	2549600	mais tu es sur WhatsApp
2549600	2551060	et ce n'est pas bien
2551060	2552340	parce que c'est méchant.
2553540	2553940	Soit,
2554180	2555580	tu ne te cites pas WhatsApp
2555580	2557640	mais tu es isolé socialement.
2558060	2558860	C'est un peu dommage.
2559520	2560560	En recréant
2560560	2561960	de l'interopérabilité,
2562100	2563060	comme on dit techniquement,
2563200	2564200	en recréant des ponts
2564200	2564900	entre WhatsApp
2564900	2565800	et d'autres technologies,
2566340	2567740	ça permet de sortir
2567740	2569360	un peu de ce dilemme
2569360	2570060	stupide.
2572380	2572780	Pourtant,
2572900	2573660	pour faire ce pont,
2573820	2575160	ça nécessite que quelque part
2575160	2576460	dans la map du numérique,
2576580	2577060	le chaton,
2577560	2578600	il y ait une brique logiciel
2578600	2579380	il y ait WhatsApp
2579380	2581920	qui tourne sur une machine virtuelle,
2581980	2582660	un truc, machin.
2582800	2583020	Du coup,
2583060	2584280	il y a un logiciel propriétaire
2584280	2585320	dans l'infrastructure
2585320	2586260	des chatons.
2587020	2587220	Du coup,
2587280	2587800	pas bien,
2588000	2588120	là,
2588200	2588460	les livres,
2588560	2588700	ils se disent,
2588760	2589420	c'est pas bien.
2590700	2592020	Et même dans les débats,
2592320	2593140	dans les discussions,
2593380	2595060	ils ont même réalisé
2595060	2596060	que le logo chaton,
2596200	2596740	celui-là,
2596840	2597600	il a été fait avec
2597600	2599260	Adobe Illustrator
2599260	2599660	et alors là,
2599700	2600260	il y avait vraiment des gens
2600260	2602000	pour soutenir le fait
2602000	2603240	que c'est pas bien,
2603340	2604220	il faut refaire le logo.
2604220	2608340	Ça va jusqu'où cette histoire ?
2608340	2608760	Est-ce que j'ai le droit
2608760	2609360	d'avoir des amis
2609360	2610300	qui utilisent des logiciels
2610300	2611240	propriétaires aussi ?
2611240	2612680	Est-ce que c'est interdit ?
2614420	2615760	Et c'était même excluant
2615760	2617620	parce qu'il y a même
2617620	2618280	des collectifs
2618280	2619200	qui se faisaient refouler
2619200	2619880	qui ne pouvaient pas
2619880	2620660	devenir chatons
2620660	2621480	parce qu'ils avaient
2621480	2622220	une petite bricole
2622220	2623000	de logiciels libres
2623000	2623820	dans l'infrastructure
2623820	2624800	qui pourtant était
2624800	2625880	potentiellement légitime
2625880	2626380	parce que c'était
2626380	2628280	quand même une zone grise.
2628440	2629040	C'est pas juste
2629040	2629720	si c'est libre,
2629820	2630240	c'est proprio.
2630240	2633700	Alors du coup,
2633760	2634340	il y a une proposition
2634340	2635280	d'adapter la charte
2635280	2635620	pour dire,
2635800	2636020	en fait,
2636180	2636820	on ne veut pas 100%
2636820	2637280	de logiciels libres,
2637340	2638260	c'est une espèce d'idéal
2638260	2638860	qu'il faut chercher
2638860	2639900	à atteindre
2639900	2641040	et puis il faut prendre acte
2641040	2641860	qu'il y a des zones grises
2641860	2643700	qui sont parfois légitimes
2643700	2643980	et tout.
2644560	2644780	Et du coup,
2644920	2645040	là,
2645220	2646320	c'est un gros schisme
2646320	2647900	dans la...
2647900	2649140	Il y a un peu un schisme
2649140	2649700	qui s'est fait
2649700	2651200	dans la communauté
2651200	2651720	des chatons
2651720	2652880	avec d'un côté
2652880	2654180	les libristes radicales
2654180	2654580	qui disaient
2654580	2654800	non,
2654860	2655640	il faut 100%
2655640	2656360	de logiciels libres
2656360	2657500	quoi qu'il en coûte
2657500	2658300	quitte à exclure
2658300	2659100	des collectifs
2659100	2660200	du collectif
2660240	2661040	quitte à exclure
2661040	2661580	des personnes,
2661740	2662180	quitte à exclure
2662180	2662800	des usages,
2663000	2664500	quitte à toucher
2664500	2665400	des millions de personnes
2665400	2665860	en moins,
2666060	2666760	peu importe,
2666860	2668420	on ne va pas se contenter
2668420	2669740	de 99% de libres,
2670140	2671820	vraiment 100% de libres.
2673700	2674180	Et puis,
2674240	2674640	de l'autre côté,
2674740	2675560	les gens qui sont plus
